# Created At: Sun Aug 25 2024 14:56:20 GMT-0400 (Eastern Daylight Time)
# We regularly expand our single cell data corpus to improve results. Downloaded data and figures may differ in the future.
# Link Generated: https://cellxgene.cziscience.com/gene-expression?diseases=PATO%3A0000461&genes=GRIA1%2CGRIA2%2CGRIA3%2CGRIA4%2CGRIK1%2CGRIK2%2CGRIK3%2CGRIK4%2CGRIK5%2CGRIN1%2CGRIN2A%2CGRIN2B%2CGRIN2C%2CGRIN2D%2CGRIN3A%2CGRIN3B%2CGRID1%2CGRID2&ver=2
# Dataset Filter Values: No selection
# Disease Filter Values: normal
# Self-Reported Ethnicity Filter Values: No selection
# Publication Filter Values: No selection
# Sex Filter Values: No selection
# Organism Filter Value: Homo sapiens
Tissue,Cell Type,Cell Count,Tissue Composition,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes
esophagogastric junction,aggregated,11883,0.02%,GRIK4,1.5260419845581055,0.06755453522603805,2
esophagogastric junction,aggregated,11883,0.01%,GRIK5,2.0616226196289062,0.3304132025994453,1
esophagogastric junction,aggregated,11883,0.02%,GRIN1,1.5190633535385132,0.06412947925914661,2
esophagogastric junction,aggregated,11883,0.01%,GRIN2A,1.5571585893630981,0.08282631455604329,1
esophagogastric junction,aggregated,11883,0.01%,GRIN2B,1.83778715133667,0.22055655533955723,1
esophagogastric junction,aggregated,11883,,GRIN2C,,,
esophagogastric junction,aggregated,11883,,GRIN2D,,,
esophagogastric junction,aggregated,11883,,GRIN3A,,,
esophagogastric junction,aggregated,11883,,GRIN3B,,,
esophagogastric junction,aggregated,11883,,GRID1,,,
esophagogastric junction,aggregated,11883,,GRID2,,,
esophagogastric junction,mast cell,19,,GRIA1,,,
esophagogastric junction,mast cell,19,,GRIA2,,,
esophagogastric junction,mast cell,19,,GRIA3,,,
esophagogastric junction,mast cell,19,,GRIA4,,,
esophagogastric junction,mast cell,19,,GRIK1,,,
esophagogastric junction,mast cell,19,,GRIK2,,,
esophagogastric junction,mast cell,19,,GRIK3,,,
esophagogastric junction,mast cell,19,,GRIK4,,,
esophagogastric junction,mast cell,19,,GRIK5,,,
esophagogastric junction,mast cell,19,,GRIN1,,,
esophagogastric junction,mast cell,19,,GRIN2A,,,
esophagogastric junction,mast cell,19,,GRIN2B,,,
esophagogastric junction,mast cell,19,,GRIN2C,,,
esophagogastric junction,mast cell,19,,GRIN2D,,,
esophagogastric junction,mast cell,19,,GRIN3A,,,
esophagogastric junction,mast cell,19,,GRIN3B,,,
esophagogastric junction,mast cell,19,,GRID1,,,
esophagogastric junction,mast cell,19,,GRID2,,,
esophagus,aggregated,138419,0.23%,GRIA1,2.3525107874276157,0.47317877539158504,313
esophagus,aggregated,138419,0.12%,GRIA2,2.1286392668764034,0.3633044339730032,167
esophagus,aggregated,138419,0.31%,GRIA3,2.258569476248204,0.4270731355477053,435
esophagus,aggregated,138419,0.14%,GRIA4,2.2406780042146384,0.418292144996264,190
esophagus,aggregated,138419,2.58%,GRIK1,2.450991628681627,0.5215123800791769,3565
esophagus,aggregated,138419,0.38%,GRIK2,2.460687057465942,0.5262708185345215,523
esophagus,aggregated,138419,0.31%,GRIK3,2.4217914177389708,0.5071811514409451,425
esophagus,aggregated,138419,0.45%,GRIK4,2.2793178465609807,0.43725626879311374,617
esophagus,aggregated,138419,0.48%,GRIK5,2.157501772225621,0.3774699194225477,664
esophagus,aggregated,138419,0.08%,GRIN1,2.131376720610119,0.3646479542448774,105
esophagus,aggregated,138419,0.44%,GRIN2A,2.2277350542783347,0.4119398492832426,611
esophagus,aggregated,138419,0.21%,GRIN2B,2.2904926133075545,0.4427407544202402,297
esophagus,aggregated,138419,0.09%,GRIN2C,2.2727320744441104,0.4340240248154415,130
esophagus,aggregated,138419,0.26%,GRIN2D,2.2324867033015536,0.41427192040060923,354
esophagus,aggregated,138419,0.30%,GRIN3A,2.2689736975244728,0.4321794436564302,415
esophagus,aggregated,138419,0.04%,GRIN3B,2.189440497036638,0.3931451886382094,58
esophagus,aggregated,138419,0.92%,GRID1,2.232014144849628,0.4140399925137601,1276
esophagus,aggregated,138419,0.80%,GRID2,2.2355809134126354,0.41579053383267395,1106
esophagus,mast cell,436,0.00%,GRIA1,2.3210134506225586,0.45772013585863364,4
esophagus,mast cell,436,0.00%,GRIA2,2.396986722946167,0.49500720677063687,1
esophagus,mast cell,436,0.00%,GRIA3,2.336875597635905,0.4655051500144537,3
esophagus,mast cell,436,0.00%,GRIA4,2.4929795265197754,0.5421197025789671,2
esophagus,mast cell,436,0.03%,GRIK1,2.5912499861283735,0.5903500536473428,44
esophagus,mast cell,436,0.00%,GRIK2,2.314894676208496,0.45471709059687515,4
esophagus,mast cell,436,0.00%,GRIK3,2.3450660705566406,0.4695249682381241,1
esophagus,mast cell,436,0.00%,GRIK4,2.422172705332438,0.5073682843246641,3
esophagus,mast cell,436,0.01%,GRIK5,2.407188892364502,0.5000143494528341,8
esophagus,mast cell,436,,GRIN1,,,
esophagus,mast cell,436,0.00%,GRIN2A,2.5004899501800537,0.5458057580960594,4
esophagus,mast cell,436,0.00%,GRIN2B,2.3326048851013184,0.46340911865695716,4
esophagus,mast cell,436,0.00%,GRIN2C,2.2970240116119385,0.4459463121681381,1
esophagus,mast cell,436,0.01%,GRIN2D,2.374777984619141,0.4841073366513315,10
esophagus,mast cell,436,0.00%,GRIN3A,2.345611572265625,0.46979269608876717,6
esophagus,mast cell,436,,GRIN3B,,,
esophagus,mast cell,436,0.01%,GRID1,2.4077044895717075,0.5002674004145619,14
esophagus,mast cell,436,0.01%,GRID2,2.481251335144043,0.5363636005957098,20
exocrine gland,aggregated,37803,,GRIA1,,,
exocrine gland,aggregated,37803,0.01%,GRIA2,1.5932783126831054,0.1005535842071168,5
exocrine gland,aggregated,37803,0.00%,GRIA3,2.2229974269866943,0.4096146599189411,1
exocrine gland,aggregated,37803,0.07%,GRIA4,1.4954092843191964,0.052520252364440086,28
exocrine gland,aggregated,37803,0.01%,GRIK1,1.8970290422439575,0.24963199884305848,4
exocrine gland,aggregated,37803,0.00%,GRIK2,1.4261292219161987,0.018518155039933412,1
exocrine gland,aggregated,37803,0.01%,GRIK3,1.4869911670684814,0.04838870813483308,2
exocrine gland,aggregated,37803,,GRIK4,,,
exocrine gland,aggregated,37803,0.00%,GRIK5,1.4048782587051392,0.00808835324300701,1
exocrine gland,aggregated,37803,0.02%,GRIN1,1.4558615003313338,0.033110518113599,7
exocrine gland,aggregated,37803,0.01%,GRIN2A,1.5423790613810222,0.07557264111196349,3
exocrine gland,aggregated,37803,0.03%,GRIN2B,1.7837984085083007,0.1940593146557997,10
exocrine gland,aggregated,37803,0.12%,GRIN2C,1.5048280504014757,0.05714290699115657,45
exocrine gland,aggregated,37803,0.01%,GRIN2D,1.4881410598754883,0.048953066274540886,2
exocrine gland,aggregated,37803,0.00%,GRIN3A,1.4997754096984863,0.05466311157859679,1
exocrine gland,aggregated,37803,,GRIN3B,,,
exocrine gland,aggregated,37803,0.00%,GRID1,1.390207052230835,0.0008878431235813793,1
exocrine gland,aggregated,37803,,GRID2,,,
exocrine gland,mast cell,14,,GRIA1,,,
exocrine gland,mast cell,14,,GRIA2,,,
exocrine gland,mast cell,14,,GRIA3,,,
exocrine gland,mast cell,14,,GRIA4,,,
exocrine gland,mast cell,14,,GRIK1,,,
exocrine gland,mast cell,14,,GRIK2,,,
exocrine gland,mast cell,14,,GRIK3,,,
exocrine gland,mast cell,14,,GRIK4,,,
exocrine gland,mast cell,14,,GRIK5,,,
exocrine gland,mast cell,14,,GRIN1,,,
exocrine gland,mast cell,14,,GRIN2A,,,
exocrine gland,mast cell,14,,GRIN2B,,,
exocrine gland,mast cell,14,,GRIN2C,,,
exocrine gland,mast cell,14,,GRIN2D,,,
exocrine gland,mast cell,14,,GRIN3A,,,
exocrine gland,mast cell,14,,GRIN3B,,,
exocrine gland,mast cell,14,,GRID1,,,
exocrine gland,mast cell,14,,GRID2,,,
eye,aggregated,2144888,15.91%,GRIA1,1.954686209139221,0.2779296725492999,341342
eye,aggregated,2144888,26.79%,GRIA2,1.9653525680073793,0.2831646356794362,574570
eye,aggregated,2144888,12.10%,GRIA3,1.9350278464988844,0.26828150630128206,259503
eye,aggregated,2144888,35.23%,GRIA4,2.5452438509510777,0.5677706125850158,755564
eye,aggregated,2144888,14.52%,GRIK1,3.425921258780773,1,311476
eye,aggregated,2144888,18.45%,GRIK2,2.332798720086928,0.4635042513086463,395730
eye,aggregated,2144888,1.49%,GRIK3,1.8645102142711407,0.23367201966205295,31858
eye,aggregated,2144888,2.79%,GRIK4,1.797091278764163,0.20058334844683037,59927
eye,aggregated,2144888,5.39%,GRIK5,1.6746922108922966,0.14051087053826508,115623
eye,aggregated,2144888,4.06%,GRIN1,1.7057387441098724,0.1557482592968362,87010
eye,aggregated,2144888,15.38%,GRIN2A,1.9815580137376627,0.2911181380839644,329896
eye,aggregated,2144888,5.14%,GRIN2B,1.8384725037869512,0.22089292080904105,110247
eye,aggregated,2144888,0.55%,GRIN2C,1.6544292063550732,0.13056595091111736,11837
eye,aggregated,2144888,1.62%,GRIN2D,1.6988862073191833,0.15238508936316286,34676
eye,aggregated,2144888,1.26%,GRIN3A,1.6949783085387,0.1504671240776327,27106
eye,aggregated,2144888,0.25%,GRIN3B,1.580965942636501,0.09451077203144723,5293
eye,aggregated,2144888,12.71%,GRID1,1.929198751443815,0.2654206333386778,272715
eye,aggregated,2144888,29.19%,GRID2,2.6890624051817476,0.6383556020957858,626198
eye,mast cell,81,0.00%,GRIA1,1.747349500656128,0.1761704838843665,2
eye,mast cell,81,,GRIA2,,,
eye,mast cell,81,,GRIA3,,,
eye,mast cell,81,,GRIA4,,,
eye,mast cell,81,0.00%,GRIK1,1.7745637893676758,0.1895270378667318,3
eye,mast cell,81,0.00%,GRIK2,1.535451054573059,0.07217243110090821,2
eye,mast cell,81,0.00%,GRIK3,1.6442468166351318,0.1255685159457799,1
eye,mast cell,81,0.00%,GRIK4,1.669306993484497,0.137867849154299,1
eye,mast cell,81,0.00%,GRIK5,1.7048299312591553,0.1553022212603793,1
eye,mast cell,81,0.00%,GRIN1,1.5930026769638062,0.1004183044133544,1
eye,mast cell,81,0.00%,GRIN2A,1.6710575819015503,0.13872702386730018,1
eye,mast cell,81,0.00%,GRIN2B,1.599560260772705,0.10363671379622677,2
eye,mast cell,81,,GRIN2C,,,
eye,mast cell,81,,GRIN2D,,,
eye,mast cell,81,,GRIN3A,,,
eye,mast cell,81,,GRIN3B,,,
eye,mast cell,81,0.00%,GRID1,1.6490989923477173,0.1279499247536305,2
eye,mast cell,81,0.00%,GRID2,1.8453776836395264,0.2242819275340166,1
fallopian tube,aggregated,119872,0.02%,GRIA1,1.905005541714755,0.253546800618745,22
fallopian tube,aggregated,119872,1.19%,GRIA2,1.8469474878204002,0.22505237479816598,1424
fallopian tube,aggregated,119872,0.10%,GRIA3,1.7206019882328254,0.16304301994942882,121
fallopian tube,aggregated,119872,0.24%,GRIA4,1.719699724346188,0.16260019609186105,282
fallopian tube,aggregated,119872,0.01%,GRIK1,1.9548553466796874,0.27801268389358413,15
fallopian tube,aggregated,119872,0.02%,GRIK2,1.8546218872070312,0.22881890828269807,21
fallopian tube,aggregated,119872,0.00%,GRIK3,2.0085792541503906,0.30437994551418857,4
fallopian tube,aggregated,119872,0.01%,GRIK4,1.7434563636779785,0.17425976357267486,12
fallopian tube,aggregated,119872,0.11%,GRIK5,1.6562627536147387,0.13146584115673488,134
fallopian tube,aggregated,119872,0.00%,GRIN1,1.6317251920700073,0.11942300333570646,1
fallopian tube,aggregated,119872,0.24%,GRIN2A,1.6901872601425438,0.14811571606496504,285
fallopian tube,aggregated,119872,0.02%,GRIN2B,1.734945226598669,0.170082565959464,27
fallopian tube,aggregated,119872,0.04%,GRIN2C,1.6702258770282452,0.13831882980588486,52
fallopian tube,aggregated,119872,0.02%,GRIN2D,1.7617079416910808,0.1832174912421072,24
fallopian tube,aggregated,119872,0.01%,GRIN3A,1.6849368810653687,0.1455388722490025,16
fallopian tube,aggregated,119872,0.09%,GRIN3B,1.8508467368029673,0.22696609483245964,109
fallopian tube,aggregated,119872,0.13%,GRID1,1.7197113037109375,0.16260587915093333,158
fallopian tube,aggregated,119872,0.09%,GRID2,1.6909629128196022,0.14849640015935772,110
fallopian tube,mast cell,2145,,GRIA1,,,
fallopian tube,mast cell,2145,0.00%,GRIA2,1.6399297714233398,0.12344974488302035,5
fallopian tube,mast cell,2145,,GRIA3,,,
fallopian tube,mast cell,2145,,GRIA4,,,
fallopian tube,mast cell,2145,,GRIK1,,,
fallopian tube,mast cell,2145,,GRIK2,,,
fallopian tube,mast cell,2145,,GRIK3,,,
fallopian tube,mast cell,2145,,GRIK4,,,
fallopian tube,mast cell,2145,0.00%,GRIK5,1.9675579071044922,0.28424699836810385,2
fallopian tube,mast cell,2145,,GRIN1,,,
fallopian tube,mast cell,2145,,GRIN2A,,,
fallopian tube,mast cell,2145,,GRIN2B,,,
fallopian tube,mast cell,2145,,GRIN2C,,,
fallopian tube,mast cell,2145,,GRIN2D,,,
fallopian tube,mast cell,2145,,GRIN3A,,,
fallopian tube,mast cell,2145,,GRIN3B,,,
fallopian tube,mast cell,2145,,GRID1,,,
fallopian tube,mast cell,2145,,GRID2,,,
forelimb,aggregated,38747,0.11%,GRIA1,1.6180654386194742,0.11271890622401422,41
forelimb,aggregated,38747,0.36%,GRIA2,1.6343177411196044,0.1206954055542579,139
forelimb,aggregated,38747,0.05%,GRIA3,1.618201149834527,0.1127855121966736,18
forelimb,aggregated,38747,0.08%,GRIA4,1.556058329920615,0.08228631607238285,31
forelimb,aggregated,38747,0.14%,GRIK1,1.7134049027054399,0.15951074826740488,54
forelimb,aggregated,38747,0.07%,GRIK2,1.6596933562180092,0.13314955331795633,29
forelimb,aggregated,38747,0.00%,GRIK3,1.9350183010101318,0.2682768214521882,1
forelimb,aggregated,38747,0.09%,GRIK4,1.5652999877929688,0.08682204741436225,34
forelimb,aggregated,38747,0.07%,GRIK5,1.6520090836745043,0.12937817416745223,26
forelimb,aggregated,38747,,GRIN1,,,
forelimb,aggregated,38747,0.02%,GRIN2A,1.5477710962295532,0.0782190084409997,8
forelimb,aggregated,38747,0.03%,GRIN2B,1.633581002553304,0.12033382019239222,12
forelimb,aggregated,38747,,GRIN2C,,,
forelimb,aggregated,38747,0.01%,GRIN2D,1.7751872539520264,0.1898330292694554,4
forelimb,aggregated,38747,0.01%,GRIN3A,1.6195335388183594,0.11343943799193108,5
forelimb,aggregated,38747,,GRIN3B,,,
forelimb,aggregated,38747,0.02%,GRID1,1.453559398651123,0.031980665127524774,8
forelimb,aggregated,38747,0.35%,GRID2,1.645708308500402,0.1262858043967173,136
gallbladder,aggregated,4858,,GRIA1,,,
gallbladder,aggregated,4858,,GRIA2,,,
gallbladder,aggregated,4858,1.01%,GRIA3,2.140448122608418,0.3691001253734436,49
gallbladder,aggregated,4858,,GRIA4,,,
gallbladder,aggregated,4858,0.04%,GRIK1,2.327057361602783,0.46068643874928117,2
gallbladder,aggregated,4858,,GRIK2,,,
gallbladder,aggregated,4858,,GRIK3,,,
gallbladder,aggregated,4858,,GRIK4,,,
gallbladder,aggregated,4858,,GRIK5,,,
gallbladder,aggregated,4858,,GRIN1,,,
gallbladder,aggregated,4858,,GRIN2A,,,
gallbladder,aggregated,4858,,GRIN2B,,,
gallbladder,aggregated,4858,,GRIN2C,,,
gallbladder,aggregated,4858,0.04%,GRIN2D,2.2451131343841553,0.42046887120637555,2
gallbladder,aggregated,4858,,GRIN3A,,,
gallbladder,aggregated,4858,,GRIN3B,,,
gallbladder,aggregated,4858,,GRID1,,,
gallbladder,aggregated,4858,,GRID2,,,
heart,aggregated,644501,0.41%,GRIA1,2.0647276202564835,0.3319371119302049,2622
heart,aggregated,644501,0.28%,GRIA2,1.9979072881769961,0.2991422304619071,1791
heart,aggregated,644501,0.71%,GRIA3,1.9095252766427162,0.25576505016372325,4558
heart,aggregated,644501,0.36%,GRIA4,1.965274110132334,0.28312612918549507,2352
heart,aggregated,644501,3.26%,GRIK1,1.9893407549540323,0.2949378448670085,20993
heart,aggregated,644501,5.35%,GRIK2,1.9784697504059618,0.28960244328338275,34486
heart,aggregated,644501,0.36%,GRIK3,2.088957367471345,0.3438288769542542,2312
heart,aggregated,644501,0.62%,GRIK4,1.9249815921859437,0.2633508854985997,4016
heart,aggregated,644501,0.64%,GRIK5,1.8942562711870876,0.24827114511307993,4093
heart,aggregated,644501,0.05%,GRIN1,1.991048789886107,0.29577613467189107,332
heart,aggregated,644501,1.28%,GRIN2A,1.8486013752949897,0.22586408946648795,8263
heart,aggregated,644501,0.60%,GRIN2B,2.047374982702201,0.3234205770067018,3839
heart,aggregated,644501,0.41%,GRIN2C,1.8970175364106598,0.24962635187263124,2622
heart,aggregated,644501,0.43%,GRIN2D,1.9358991769430287,0.2687091482741092,2747
heart,aggregated,644501,1.77%,GRIN3A,2.0946173715086243,0.34660676140552943,11421
heart,aggregated,644501,0.11%,GRIN3B,1.923460579960724,0.26260438493379296,732
heart,aggregated,644501,2.47%,GRID1,1.9834676803178484,0.29205538707977396,15951
heart,aggregated,644501,2.34%,GRID2,2.172338936881763,0.38475188048261805,15063
heart,mast cell,1493,0.00%,GRIA1,2.350100835164388,0.47199599020693817,6
heart,mast cell,1493,0.00%,GRIA2,1.988598346710205,0.2945734768730207,3
heart,mast cell,1493,0.00%,GRIA3,2.4610002835591636,0.5264245473814204,6
heart,mast cell,1493,0.00%,GRIA4,2.1132047971089682,0.35572932036915383,3
heart,mast cell,1493,0.01%,GRIK1,2.4192335340711804,0.505925762712929,90
heart,mast cell,1493,0.00%,GRIK2,2.1299426637846848,0.36394413069079845,29
heart,mast cell,1493,0.00%,GRIK3,2.4107205867767334,0.5017476766606905,1
heart,mast cell,1493,0.00%,GRIK4,2.134688138961792,0.36627317173415713,4
heart,mast cell,1493,0.00%,GRIK5,2.2922372817993164,0.4435970236815295,5
heart,mast cell,1493,,GRIN1,,,
heart,mast cell,1493,0.00%,GRIN2A,2.3209945133754184,0.4577108416100723,14
heart,mast cell,1493,0.00%,GRIN2B,2.293071428934733,0.444006416385543,3
heart,mast cell,1493,0.00%,GRIN2C,2.370801544189453,0.4821557316757348,15
heart,mast cell,1493,0.00%,GRIN2D,1.9360146522521973,0.26876582262694226,2
heart,mast cell,1493,0.00%,GRIN3A,2.36012864112854,0.4769175567084372,16
heart,mast cell,1493,0.00%,GRIN3B,2.098292668660482,0.34841056768282486,6
heart,mast cell,1493,0.00%,GRID1,2.228599124484592,0.41236392798971755,9
heart,mast cell,1493,0.00%,GRID2,2.2272778919764926,0.4117154777030049,28
hindlimb,aggregated,85567,0.05%,GRIA1,1.6586222330729166,0.13262385469467686,45
hindlimb,aggregated,85567,0.66%,GRIA2,1.7375601028252665,0.17136592617688295,563
hindlimb,aggregated,85567,0.17%,GRIA3,1.6655333836873372,0.13601579182153611,144
hindlimb,aggregated,85567,0.36%,GRIA4,1.7172863452465503,0.16141572904347024,308
hindlimb,aggregated,85567,0.15%,GRIK1,1.7006803240094865,0.1532656274025249,126
hindlimb,aggregated,85567,0.09%,GRIK2,1.679625330744563,0.14293200607874001,74
hindlimb,aggregated,85567,0.02%,GRIK3,1.6522293090820312,0.12948625902592859,13
hindlimb,aggregated,85567,0.05%,GRIK4,1.6214584722751524,0.11438417984796964,41
hindlimb,aggregated,85567,0.12%,GRIK5,1.669093150012898,0.13776289649863852,106
hindlimb,aggregated,85567,,GRIN1,,,
hindlimb,aggregated,85567,0.05%,GRIN2A,1.7069732002590015,0.15635412044461292,46
hindlimb,aggregated,85567,0.09%,GRIN2B,1.6606630024157072,0.13362544787175568,76
hindlimb,aggregated,85567,0.02%,GRIN2C,1.7214775085449219,0.16347271827574267,19
hindlimb,aggregated,85567,0.02%,GRIN2D,1.5885455131530761,0.09823076426937853,20
hindlimb,aggregated,85567,0.04%,GRIN3A,1.6969959034639246,0.15145734343698983,34
hindlimb,aggregated,85567,0.01%,GRIN3B,1.8500699996948242,0.22658487850801398,12
hindlimb,aggregated,85567,0.12%,GRID1,1.6635028657459077,0.135019229949781,105
hindlimb,aggregated,85567,0.66%,GRID2,1.6907969748952822,0.14841495916093983,567
hindlimb,mast cell,48,,GRIA1,,,
hindlimb,mast cell,48,,GRIA2,,,
hindlimb,mast cell,48,,GRIA3,,,
hindlimb,mast cell,48,,GRIA4,,,
hindlimb,mast cell,48,,GRIK1,,,
hindlimb,mast cell,48,,GRIK2,,,
hindlimb,mast cell,48,,GRIK3,,,
hindlimb,mast cell,48,,GRIK4,,,
hindlimb,mast cell,48,,GRIK5,,,
hindlimb,mast cell,48,,GRIN1,,,
hindlimb,mast cell,48,,GRIN2A,,,
hindlimb,mast cell,48,,GRIN2B,,,
hindlimb,mast cell,48,,GRIN2C,,,
hindlimb,mast cell,48,,GRIN2D,,,
hindlimb,mast cell,48,,GRIN3A,,,
hindlimb,mast cell,48,,GRIN3B,,,
hindlimb,mast cell,48,0.00%,GRID1,1.5451502799987793,0.07693273291731359,1
hindlimb,mast cell,48,,GRID2,,,
intestine,aggregated,30011,0.72%,GRIA1,2.21659489121548,0.40647234686572636,215
intestine,aggregated,30011,0.31%,GRIA2,2.254919173869681,0.42528159650409947,94
intestine,aggregated,30011,0.35%,GRIA3,2.0532508486793155,0.326304404761611,105
intestine,aggregated,30011,6.72%,GRIA4,2.399898956268583,0.4964365074586826,2018
intestine,aggregated,30011,1.30%,GRIK1,2.5345838307724584,0.5625387604327156,391
intestine,aggregated,30011,3.25%,GRIK2,2.4380153245192306,0.5151437143802974,975
intestine,aggregated,30011,1.09%,GRIK3,2.5549314545422064,0.5725252104984921,328
intestine,aggregated,30011,1.87%,GRIK4,2.2365785871233257,0.4162801840643909,560
intestine,aggregated,30011,0.80%,GRIK5,2.3344093226987446,0.4642947221145116,239
intestine,aggregated,30011,0.92%,GRIN1,1.8548016755477241,0.22890714695405623,276
intestine,aggregated,30011,0.55%,GRIN2A,2.1784435365258195,0.3877479688812822,164
intestine,aggregated,30011,0.38%,GRIN2B,2.1361587659447596,0.36699494362737567,113
intestine,aggregated,30011,0.13%,GRIN2C,2.174250030517578,0.3856898298658509,40
intestine,aggregated,30011,0.38%,GRIN2D,2.193158489724864,0.39496994954130293,115
intestine,aggregated,30011,0.30%,GRIN3A,2.0529310438368054,0.32614744711748206,90
intestine,aggregated,30011,0.05%,GRIN3B,2.036792755126953,0.31822690483835675,16
intestine,aggregated,30011,2.28%,GRID1,2.540170605325769,0.5652807044423319,683
intestine,aggregated,30011,2.50%,GRID2,2.4840179158148366,0.5377214161339987,749
intestine,mast cell,20,,GRIA1,,,
intestine,mast cell,20,,GRIA2,,,
intestine,mast cell,20,,GRIA3,,,
intestine,mast cell,20,,GRIA4,,,
intestine,mast cell,20,0.00%,GRIK1,1.4946587085723877,0.05215187582569004,1
intestine,mast cell,20,0.00%,GRIK2,1.4946587085723877,0.05215187582569004,1
intestine,mast cell,20,,GRIK3,,,
intestine,mast cell,20,,GRIK4,,,
intestine,mast cell,20,0.00%,GRIK5,1.6534082889556885,0.13006489286396614,1
intestine,mast cell,20,,GRIN1,,,
intestine,mast cell,20,,GRIN2A,,,
intestine,mast cell,20,,GRIN2B,,,
intestine,mast cell,20,,GRIN2C,,,
intestine,mast cell,20,,GRIN2D,,,
intestine,mast cell,20,,GRIN3A,,,
intestine,mast cell,20,,GRIN3B,,,
intestine,mast cell,20,,GRID1,,,
intestine,mast cell,20,,GRID2,,,
kidney,aggregated,411935,0.12%,GRIA1,1.9580267248019365,0.27956917076477467,497
kidney,aggregated,411935,0.13%,GRIA2,1.9702605926238739,0.2855734546800655,555
kidney,aggregated,411935,1.10%,GRIA3,1.8909544897195745,0.24665065732902483,4511
kidney,aggregated,411935,0.52%,GRIA4,1.9932210135194006,0.2968422445573038,2152
kidney,aggregated,411935,0.32%,GRIK1,2.0030275266268727,0.3016552023048691,1335
kidney,aggregated,411935,1.65%,GRIK2,1.9538357380956772,0.27751226820249036,6778
kidney,aggregated,411935,0.07%,GRIK3,2.172059583828936,0.38461477625146306,289
kidney,aggregated,411935,0.32%,GRIK4,1.9783506651182432,0.28954399718211665,1332
kidney,aggregated,411935,1.18%,GRIK5,1.8847512078378101,0.24360613648191348,4877
kidney,aggregated,411935,0.01%,GRIN1,2.01082370155736,0.30548150224673865,57
kidney,aggregated,411935,0.59%,GRIN2A,2.155962906833506,0.3767146566670433,2410
kidney,aggregated,411935,0.39%,GRIN2B,1.9386251168952617,0.27004701767465084,1604
kidney,aggregated,411935,0.04%,GRIN2C,1.8158215798966872,0.20977602957232902,183
kidney,aggregated,411935,0.14%,GRIN2D,1.9980279779943282,0.29920146405340026,562
kidney,aggregated,411935,0.09%,GRIN3A,2.1204335320856154,0.35927712534628076,388
kidney,aggregated,411935,0.05%,GRIN3B,1.8639397951635983,0.23339206255263822,202
kidney,aggregated,411935,0.55%,GRID1,2.045295241226862,0.32239985662046794,2269
kidney,aggregated,411935,2.92%,GRID2,3.2658675555601797,0.9214469299638095,12014
kidney,mast cell,294,,GRIA1,,,
kidney,mast cell,294,,GRIA2,,,
kidney,mast cell,294,,GRIA3,,,
kidney,mast cell,294,,GRIA4,,,
kidney,mast cell,294,,GRIK1,,,
kidney,mast cell,294,0.00%,GRIK2,1.792593240737915,0.19837574756667875,1
kidney,mast cell,294,,GRIK3,,,
kidney,mast cell,294,0.00%,GRIK4,2.6466327243381076,0.6175314560506925,9
kidney,mast cell,294,,GRIK5,,,
kidney,mast cell,294,,GRIN1,,,
kidney,mast cell,294,0.00%,GRIN2A,2.080404758453369,0.33963132524715456,1
kidney,mast cell,294,0.00%,GRIN2B,1.6903585195541382,0.14819976880653007,2
kidney,mast cell,294,,GRIN2C,,,
kidney,mast cell,294,,GRIN2D,,,
kidney,mast cell,294,0.00%,GRIN3A,1.5515661239624023,0.08008157752430864,1
kidney,mast cell,294,,GRIN3B,,,
kidney,mast cell,294,,GRID1,,,
kidney,mast cell,294,,GRID2,,,
lamina propria,aggregated,23579,,GRIA1,,,
lamina propria,aggregated,23579,,GRIA2,,,
lamina propria,aggregated,23579,,GRIA3,,,
lamina propria,aggregated,23579,,GRIA4,,,
lamina propria,aggregated,23579,,GRIK1,,,
lamina propria,aggregated,23579,,GRIK2,,,
lamina propria,aggregated,23579,,GRIK3,,,
lamina propria,aggregated,23579,,GRIK4,,,
lamina propria,aggregated,23579,0.01%,GRIK5,1.6204735438028972,0.11390078487675136,3
lamina propria,aggregated,23579,,GRIN1,,,
lamina propria,aggregated,23579,,GRIN2A,,,
lamina propria,aggregated,23579,,GRIN2B,,,
lamina propria,aggregated,23579,0.01%,GRIN2C,1.437225580215454,0.023964158431849427,2
lamina propria,aggregated,23579,0.02%,GRIN2D,1.7877912521362305,0.196018970189143,4
lamina propria,aggregated,23579,,GRIN3A,,,
lamina propria,aggregated,23579,,GRIN3B,,,
lamina propria,aggregated,23579,0.02%,GRID1,1.516957664489746,0.06309602401260181,5
lamina propria,aggregated,23579,,GRID2,,,
lamina propria,mast cell,2123,,GRIA1,,,
lamina propria,mast cell,2123,,GRIA2,,,
lamina propria,mast cell,2123,,GRIA3,,,
lamina propria,mast cell,2123,,GRIA4,,,
lamina propria,mast cell,2123,,GRIK1,,,
lamina propria,mast cell,2123,,GRIK2,,,
lamina propria,mast cell,2123,,GRIK3,,,
lamina propria,mast cell,2123,,GRIK4,,,
lamina propria,mast cell,2123,0.01%,GRIK5,1.6204735438028972,0.11390078487675136,3
lamina propria,mast cell,2123,,GRIN1,,,
lamina propria,mast cell,2123,,GRIN2A,,,
lamina propria,mast cell,2123,,GRIN2B,,,
lamina propria,mast cell,2123,,GRIN2C,,,
